txt_file,o2_uptake,vo2_units,gas_collection_methods,estimated_vo2,gas_data
02640414.2015.1085589,True,True,False,False,m
s00421-009-1105-7,True,False,False,False,m
bf00239868,True,False,False,False,m
s00424-017-2022-y,True,False,False,False,m
jsc.0000000000001521,True,True,False,True,m
respcare.05735,True,True,False,False,m
s00221-015-4201-4,True,True,True,False,y
jbc.m611777200,True,False,False,True,m
oajsm.s15980,True,True,False,False,m
bmjdrc-2021-002312,True,True,False,False,m
s0007114500001847,True,False,False,False,m
s00421-015-3295-5,True,False,True,False,y
1535-7163.mct-19-1016,True,False,False,False,m
s00421-007-0641-2,True,True,False,True,m
00007256-199927050-00004,True,False,False,False,m
cj.a2019.0110,True,True,True,True,y
01.cir.79.2.324,True,True,True,True,y
s004210050337,True,False,False,False,m
journal.pone.0182158,True,True,False,False,m
j.jpsychires.2015.03.011,True,True,False,True,m
s00421-004-1300-5,True,False,False,False,m
02701367.2016.1265640,True,True,True,False,y
s12970-020-00365-6,True,True,True,False,y
pl00013793,True,False,False,False,m
s0100-879x2003001100018,True,True,False,False,m
jcj.61.665,False,False,False,False,n
16501977-0153,True,True,True,False,y
s00296-021-04903-6,True,True,True,False,y
fphys.2021.682359,True,True,False,False,m
s00586-007-0547-z,True,False,False,True,m
s00421-011-1835-1,True,True,False,False,m
1545968313497103,True,True,True,True,y
fphys.2020.01100,True,True,True,False,y
milmed-d-13-00299,True,True,False,False,m
bf00349380,True,False,False,False,m
mss.0000000000000464,True,False,False,True,m
journal.pone.0002943,True,False,True,False,y
japplphysiol.00587.2015,True,True,False,False,m
s00421-004-1281-4,False,False,False,False,n
bf00863393,True,True,False,False,m
s004210050492,False,False,False,False,n
07315724.2014.994790,True,True,False,False,m
s0100-879x2011007500073,True,False,False,False,m
bf02917224,True,True,False,False,m
s00421-014-3054-z,True,False,False,False,m
jpa2.27.263,True,True,False,False,m
mjssm.200908,True,True,False,False,m
bf00376665,True,True,False,True,m
s0007114500002440,True,False,True,True,y
s0022-4707.19.09668-3,True,True,False,False,m
bf00843742,True,False,False,False,m
journal.pone.0232693,True,True,True,True,y
bjsm.2006.027946,True,True,False,True,m
01.cir.80.4.863,True,False,False,True,m
bf00376659,True,False,False,False,m
s11332-020-00728-1,True,True,True,True,y
s00421-012-2524-4,True,False,False,False,m
ies-130510,True,True,True,False,y
s40798-022-00417-y,True,True,True,False,y
nu8110706,True,True,False,False,m
ajpendo.00287.2016,True,True,False,False,m
ahs.v18i4.45,True,False,False,False,m
11319670-000000000-00000,True,True,False,True,m
s41394-019-0223-7,True,False,True,False,y
fphys.2013.00243,True,False,False,False,m
jsr.2016-0210,True,False,True,False,y
s00421-010-1695-0,True,True,False,False,m
s00586-005-0887-5,True,True,False,True,m
adc.2004.071241,True,False,True,False,y
s12890-015-0056-5,True,False,False,False,m
bf00418456,True,False,True,False,y
1517-8692202127062021_0004,True,True,False,True,m
00007256-200535100-00004,True,True,True,False,y
oajsm.s85310,True,True,False,False,m
bf00347453,True,False,False,False,m
2046-7648-3-15,True,True,True,True,y
02640414.2020.1756682,True,True,False,True,m
thorax.56.7.519,True,True,False,False,m
1550-2783-8-22,True,True,False,False,m
thx.42.4.285,True,False,False,True,m
ijerph17103681,True,True,True,True,y
02640414.2017.1388669,True,True,True,False,y
s12970-021-00442-4,True,False,False,False,m
hukin-2017-0053,True,True,True,True,y
s1807-59322008000400011,True,False,True,False,y
bjsm.13.2.62,True,True,False,False,m
s11748-014-0413-y,True,False,False,False,m
j.jadohealth.2017.11.298,True,True,False,True,m
cj.a2015.0065,True,True,True,False,y
mss.0000000000001245,True,False,True,False,y
09031936.00121006,True,True,True,False,y
journal.pone.0072025,True,True,True,False,y
j.1399-3003.1999.14b04.x,True,False,True,False,y
bmj.4.5790.814-c,False,False,False,False,n
s41371-020-0297-5,True,False,False,False,m
s00421-002-0764-4,True,False,False,False,m
1.jbo.20.5.051022,True,False,False,False,m
bf00854982,True,True,False,True,m
s004210050185,True,True,True,False,y
j.psychsport.2017.09.009,True,True,False,False,m
s00421-002-0623-3,True,True,True,False,y
j.infrared.2015.12.002,True,True,True,False,y
1414-431x20198392,True,True,True,False,y
s00421-007-0545-1,True,True,True,True,y
01.res.84.4.401,True,False,False,False,m
bjsm.2004.014068,True,True,False,False,m
respcare.03647,True,True,False,False,m
000369160,True,True,False,False,m
bf00634306,True,True,False,True,m
bf00964114,True,True,True,False,y
bf00854969,True,False,False,True,m
s00421-011-2031-z,True,True,False,True,m
a-1481-8473,True,True,True,False,y
s00394-020-02393-z,True,True,True,False,y
journal.pone.0085320,True,True,False,False,m
1472-6793-4-1,False,False,False,False,n
s004210050634,True,False,False,False,m
apnm-2020-0855,True,True,True,True,y
bf00964128,True,False,False,False,m
s40279-013-0052-y,False,False,False,False,n
j.jjcc.2014.11.005,True,True,True,False,y
physiolsci.rp001807,True,False,True,False,y
mss.0b013e3182061cdb,True,False,True,False,y
bf00868074,True,True,False,False,m
2052-1847-7-5,True,True,True,False,y
bf00838643,True,True,False,False,m
00140139.2019.1657185,True,True,False,True,m
bf00423198,True,False,False,False,m
s00421-009-1251-y,True,False,False,False,m
bf00705078,True,True,False,True,m
bf00019178,True,False,False,False,m
ihj.15-012,True,True,True,True,y
rsos.160316,True,False,False,False,m
16501977-0242,True,True,True,False,y
japplphysiol.00207.2019,True,True,True,False,y
ijms20215514,True,True,True,True,y
j.1399-3003.1999.13d28.x,True,True,False,False,m
bf03343946,True,False,False,False,m
1471-227x-11-20,True,False,True,False,y
mss.0000000000001457,True,True,False,False,m
s00421-004-1201-7,True,True,True,True,y
fphys.2017.00401,True,True,False,True,m
bf02789149,True,True,False,False,m
bf00943346,True,True,False,False,m
jospt.1994.19.3.140,True,False,False,True,m
journal.pcbi.1004911,True,False,False,False,m
acadpub.aassjournal.5.2.29,True,False,False,False,m
01.cir.75.2.323,True,True,True,False,y
j.appet.2014.06.003,True,True,True,False,y
japplphysiol.00864.2015,True,True,True,False,y
journal.pone.0140875,True,False,False,True,m
s00421-021-04745-x,True,True,True,False,y
arm.2016.40.4.725,True,False,True,True,y
ijerph17249485,True,True,True,False,y
hypres.29.759,True,True,False,False,m
jeb.068874,True,False,False,False,m
mss.0000000000000775,True,True,False,False,m
s00421-007-0431-x,True,True,False,False,m
bf00943352,True,False,False,True,m
036.102.2015.2.9,True,False,True,False,y
ijerph18168510,True,True,False,True,m
jomb-2018-0016,True,False,False,False,m
h04-016,True,True,True,True,y
nu8070390,True,True,False,False,m
s41393-020-00562-9,True,True,False,False,m
nu11040930,True,True,False,False,m
bjsm.28.1.38,True,True,False,True,m
jci106730,True,False,False,False,m
jcem.84.11.6116,True,False,True,False,y
mss.0b013e3181af21e2,True,False,True,False,y
16501970306127,True,True,False,False,m
1550-2783-5-8,True,True,False,False,m
journal.pone.0206867,True,True,True,True,y
milmed-d-12-00276,True,True,False,True,m
s00421-006-0354-y,True,False,False,False,m
aphysiol.102.2015.1.12,True,True,False,False,m
japplphysiol.01341.2012,True,True,True,False,y
ijsnem.2014-0134,True,True,False,False,m
j.atherosclerosis.2018.03.037,True,True,True,True,y
s00421-006-0290-x,True,False,False,False,m
s11332-020-00704-9,True,True,False,False,m
fphys.2018.01171,True,True,True,True,y
fphys.2019.01258,True,False,False,False,m
bjsm.2003.010645,True,True,False,False,m
j.niox.2019.03.001,True,True,False,False,m
circj.69.802,True,False,True,False,y
s00421-011-2081-2,True,False,False,False,m
sj.ejcn.1602541,True,True,False,False,m
mss.0b013e3182a6378c,True,True,True,False,y
bf01553622,True,True,False,False,m
1471-2288-12-172,True,True,True,True,y
nu13092941,True,True,False,True,m
s41021-019-0126-7,True,True,False,False,m
s00421-019-04167-w,True,False,False,True,m
j.ahj.2013.12.021,True,True,False,False,m
jcm9061795,True,True,True,False,y
nu13124359,True,True,False,False,m
bjsm.2004.014134,True,True,True,False,y
j.jtherbio.2015.08.008,True,True,False,False,m
s11325-018-1765-9,True,True,False,True,m
s00421-018-3923-y,True,False,True,False,y
fphys.2021.741573,True,True,True,False,y
sj.ijo.0800417,True,False,False,True,m
jpa.22.11,True,True,True,False,y
02640414.2020.1850985,True,True,False,True,m
ijo.2013.29,True,True,False,False,m
s41393-020-00548-7,True,True,False,False,m
bf00364467,True,False,False,False,m
s12967-020-02397-7,True,False,False,False,m
s00421-006-0249-y,True,True,False,False,m
japplphysiol.00647.2020,True,True,True,True,y
nu10010037,True,True,True,False,y
1550-2783-9-5,True,False,False,False,m
ijerph17186714,True,True,True,True,y
s00421-020-04353-1,True,True,False,False,m
fspor.2021.676212,True,True,True,True,y
nu10081048,True,False,False,False,m
bf00423211,True,False,False,False,m
bjsm.2005.020404,True,True,True,False,y
000227804,True,True,False,False,m
mss.0b013e31822432d4,True,True,True,False,y
699219,True,False,False,True,m
ajplung.00081.2015,True,False,False,True,m
s10695-010-9404-9,True,False,False,True,m
j.ijcard.2015.11.028,True,True,True,True,y
japplphysiol.00051.2011,True,True,False,False,m
j.resp.2006.10.008,True,True,True,False,y
mss.0000000000000577,True,True,True,False,y
s1516-89132007000100012,True,False,False,True,m
s10286-015-0289-7,True,True,False,False,m
1550-2783-10-15,True,True,False,False,m
ijerph17238718,True,True,False,False,m
ijerph17134824,True,True,False,True,m
bmjsem-2020-000744,True,True,False,True,m
bjsm.32.1.58,True,True,False,True,m
pes.22.1.69,True,False,True,True,y
bjsm.31.2.120,True,True,False,False,m
s12872-021-02094-3,True,True,True,False,y
nu8110672,True,True,False,False,m
s004210050218,True,False,False,True,m
s00415-003-0993-4,True,True,True,False,y
sc.2014.6,True,True,False,False,m
circj.cj-14-1058,True,True,True,False,y
bf03401537,True,False,False,False,m
s00421-003-1005-1,True,False,False,False,m
s00421-012-2325-9,True,True,True,False,y
000509961,True,False,True,False,y
s1047951109991090,True,False,False,False,m
bf00779170,True,False,False,False,m
nu10020123,True,True,True,False,y
00044011-199700131-00021,True,False,False,False,m
bf02330698,True,False,False,False,m
bjsm.2006.027615,True,True,True,True,y
1517-869220172303156004,True,True,False,False,m
s00421-011-2102-1,True,True,False,True,m
fphys.2018.01415,True,True,True,False,y
s004210050224,True,True,False,False,m
sj.jhh.1001106,True,True,False,False,m
aei00239,True,False,False,False,m
s004210000375,True,True,False,False,m
htr.0b013e31826463a1,True,True,True,False,y
s004210050542,True,False,False,False,m
mss.0b013e31823cef5e,True,True,False,False,m
s12970-021-00444-2,True,True,True,False,y
s004210100407,True,True,False,True,m
s-0042-104198,True,True,True,False,y
1078-0432.ccr-07-4001,True,False,False,False,m
euhj.1998.1146,True,True,True,False,y
s10554-016-1045-3,False,False,False,False,n
journal.pone.0051213,True,False,True,True,y
s-0030-1249620,True,True,True,False,y
g4h.2015.0094,True,True,True,True,y
s10877-011-9310-4,True,False,True,False,y
hypertensionaha.109.134361,False,False,False,False,n
japplphysiol.00384.2017,True,False,True,False,y
biom11040504,True,True,True,False,y
journal.pone.0083432,True,True,True,False,y
j.amjcard.2012.08.015,True,True,False,False,m
bjsm.30.1.36,True,True,False,False,m
10790268.2016.1229397,True,True,False,False,m
euhj.1998.1147,True,True,True,False,y
apnm-2018-0818,True,True,True,False,y
journal.pone.0024841,True,True,True,False,y
s00421-021-04628-1,True,True,False,False,m
thx.53.7.572,True,False,True,False,y
jeb.019281,True,True,False,True,m
s004210050543,True,False,True,True,y
sj.sc.3100343,True,False,True,False,y
s004210000374,True,True,False,False,m
bjsm.31.1.36,True,False,False,False,m
bjsm.10.1.4,True,True,False,False,m
01.cir.80.1.106,True,True,True,False,y
thoraxjnl-2014-205944,True,True,False,True,m
1465-9921-15-8,True,True,False,False,m
mss.0000000000001697,True,True,False,False,m
s00408-019-00198-4,True,True,False,False,m
s00421-011-2063-4,True,True,False,False,m
s00408-014-9679-1,True,False,False,False,m
s00424-003-1020-4,False,False,False,False,n
metabo11120870,True,True,False,False,m
00006450-200003000-00008,False,False,False,False,n
aphysiol.100.2013.007,True,False,True,False,y
s004210000348,True,True,True,False,y
08.onf.909-915,True,False,False,False,m
bf00379392,True,False,False,False,m
s00421-006-0370-y,False,False,False,False,n
s40519-016-0356-7,True,True,False,True,m
mss.0000000000000576,True,False,True,False,y
jcm7100361,True,False,False,False,m
s13102-021-00231-1,True,True,True,False,y
s004210050594,True,True,True,False,y
bf00235173,True,True,False,True,m
ijerph18041395,True,True,True,True,y
ijerph17134825,True,True,True,False,y
s00125-008-1012-1,True,True,False,False,m
journal.pone.0118809,True,True,False,False,m
s0066-782x2010005000044,True,True,False,False,m
mss.0000000000000562,False,False,False,False,n
j.neuroimage.2011.08.032,True,True,True,True,y
jpr.s238718,True,False,False,False,m
bf00423238,True,False,False,False,m
sc.1995.20,True,False,False,False,m
journal.pone.0208452,True,False,False,True,m
bjsm.29.2.97,True,True,False,False,m
h03-043,True,True,False,False,m
s1806-37562015000000078,True,False,True,False,y
s0066-782x2010005000078,True,True,False,False,m
j.ijpsycho.2018.07.473,True,True,False,False,m
j.jsams.2019.02.008,False,False,False,False,n
s00421-005-0038-z,True,False,True,False,y
journal.pone.0145298,True,True,False,True,m
fphys.2021.708172,True,True,False,True,m
nu9080820,True,True,True,False,y
s004210050033,True,True,False,True,m
17461391.2013.822564,True,False,False,False,m
hcr.0b013e318259b6a5,True,True,True,True,y
apnm-2017-0781,True,False,False,True,m
hta25400,True,True,True,True,y
s1413-35552012005000056,True,True,True,False,y
sp408.10,True,False,False,False,m
nu13031033,True,True,False,False,m
jospt.1987.8.7.346,True,True,False,False,m
fphys.2019.01517,True,True,False,True,m
ijerph19020873,True,True,False,True,m
bjsm.18.2.74,True,True,False,False,m
cc8005,True,False,True,True,y
s0022-4707.17.07203-6,True,False,False,False,m
s00421-003-0857-8,True,False,False,False,m
circheartfailure.113.000187,True,False,False,False,m
s41598-020-74240-4,True,True,True,False,y
1471-2407-10-531,True,True,False,True,m
ppul.22639,True,True,True,True,y
ec-17-0344,True,True,False,False,m
j.numecd.2020.04.015,True,True,False,True,m
jsc.0000000000001802,True,True,False,False,m
bf00421639,False,False,False,False,n
s10103-011-0955-5,True,False,False,False,m
s12882-020-02177-x,True,False,False,False,m
nu12123911,True,True,False,False,m
s00421-019-04169-8,True,True,True,False,y
s0100-879x2012001200024,True,False,True,False,y
fphys.2020.550285,True,True,False,True,m
fspor.2022.834386,True,True,True,True,y
japplphysiol.00907.2010,True,True,False,False,m
jsc.0b013e3182aa5dd0,True,True,True,True,y
s00421-012-2585-4,False,False,False,False,n
s12890-016-0174-8,True,False,True,False,y
s00421-007-0487-7,True,True,True,True,y
s1517-86922013000400014,True,True,False,False,m
s00421-013-2689-5,True,False,False,False,m
jrrd.2013.02.0034,True,True,False,False,m
journal.pone.0122767,True,True,True,True,y
bjsports-2017-097885,True,True,False,False,m
s10157-018-1559-1,True,False,False,False,m
2047487319852711,True,True,True,False,y
s00421-010-1730-1,True,True,False,False,m
bf00868075,True,True,True,False,y
fphys.2019.00741,True,True,False,False,m
sj.ijo.0803282,True,True,True,False,y
raq.12467,True,False,False,True,m
fphys.2018.01010,True,True,False,True,m
fphys.2020.596567,True,True,True,True,y
bjsm.2002.003442,True,True,False,False,m
2047487318816508,True,True,True,False,y
sj.jes.7500594,True,False,False,True,m
1517-869220182404185842,True,True,True,True,y
sjweh.3195,True,True,False,False,m
milmed-d-10-00234,True,True,True,True,y
ijspp.2014-0366,True,False,False,False,m
s004210050153,True,False,False,False,m
s00421-009-1072-z,True,False,True,False,y
bf01313100,True,False,False,False,m
bf00424812,True,False,False,False,m
jhh.2014.33,True,True,True,False,y
s-2003-39503,True,True,True,True,y
journal.pone.0056151,True,False,True,False,y
bf00349133,False,False,False,False,n
eje.0.1500207,True,False,False,True,m
pes.2018-0135,True,True,False,True,m
bjsm.37.6.516,True,True,False,True,m
bf00634307,True,False,False,False,m
s00421-021-04853-8,True,True,True,True,y
respcare.06058,True,True,False,False,m
s00421-006-0367-6,True,True,True,True,y
jappl.2000.88.5.1650,True,True,True,False,y
s00421-018-3959-z,True,True,True,False,y
s41598-021-81565-1,True,False,True,True,y
bf00714996,True,True,False,False,m
