done,doi_suffix,Data Processing Text,interpolation_text,Interpolation type,Interpolation time (s),Notes
FALSE,mss.0000000000002372,,"['al short-axis images at the lv base and apex, in line with previous methodology (29). to account for diﬀerences in heart rate between and within participants, raw data were smoothed with cubic spline INTERPOLATion to generate 1200 data points, with 600 points each for systole and diastole (2d strain analysis tool 1.0β14, stuttgart, germany) (29). twist and twisting velocity curves were calculated by subtrac', 'ting time-aligned basal data from apical data, and peak values in systole and early diastole were extracted from INTERPOLATed curves. due to poor image quality in some participants, data on lv mechanics during lbnp are reported for 9 pre-menopausal and 10 post-menopausal women, and data during supine cycling for 8 pre-men']",,,
FALSE,ijspp.2020-0752,,"['ks, natick, ma, usa). first,  marker coordinates were rotated about the lateral axis by constant treadmill angle  (corresponding to 0.5% for flat and 5% for uphill) and kinematic signals were spline  INTERPOLATed where missing data gaps were ≤ 5 samples. pole-belt contact (poling phase) was  detected from unfiltered signals with a purpose-written algorithm using the right pole tip  marker, determined as whe']",,,
FALSE,j.rmed.2011.02.019,,FALSE,,,
FALSE,jsc.0b013e31824e1711,,"['ed to quantify the running velocity at the ﬁrst rise in blood lactate concentration above baseline (vlt) (18). running velocity at 4 mmol\x01l21 blood lactate concentration (v4) was calculated by linear INTERPOLATion. ramp test the ramp test was performed on a motorized treadmill (h/p cosmos pulsar, nussdorf-traunstein, germany) in the laboratory. oxygen uptake was measured using a breathby-breath gas analyzin']",,,
FALSE,1874613601509010000,,FALSE,,,
FALSE,s00421-021-04739-9,,FALSE,,,
FALSE,s00421-003-0892-5,,FALSE,,,
FALSE,ijerph18136945,,FALSE,,,
FALSE,01.mss.0000147632.17450.ff,,FALSE,,,
FALSE,0034-5687_._92_._90081-7,,FALSE,,,
FALSE,ajpendo.1998.275.1.e12,,FALSE,,,
FALSE,jsc.0b013e318289e59f,,,,,
FALSE,s00592-003-0045-7,,FALSE,,,
FALSE,1550-2783-7-8,,FALSE,,,
FALSE,mss.0000000000001447,,FALSE,,,
FALSE,apnm-2018-0575,,FALSE,,,
FALSE,a-0877-6981,,"['f each position. breathing rate was not guided. all rr recordings  were visually inspected for stationarity and corrected for artifacts  and ectopic beats via kubios’s in-built piecewise cubic spline INTERPOLATion [32]. data were always inspected by the same researcher.  kubios software (v2.0, university of kuopio, finland) allowed calculating time and frequency domain variables. spectral power was  calcula']",,,
FALSE,j.nmd.2012.10.017,,FALSE,,,
FALSE,mss.0000000000002709,,"['t and analysed for whole blood [bla-] using a lactate analyser 215 (biosen c_line, ekf diagnostic, germany). based on these measures, the power output at 4 9\n\x0c216 mmol·l-1 [bla-] was calculated using INTERPOLATion and was used as a submaximal performance 217 measure to compare each participant from pre to rec. 218 after 10-min of active recovery, an incremental test to exhaustion was initiated to determine ', 'rformed using a similar 233 design from our lab(26). briefly, the test was conducted at a power output corresponding to 60% of 234 vo2max, calculated from blood lactate profile and vo2max tests using INTERPOLATion, and included 235 four repeated 30-s maximal sprints, performed between 36-50 min, and separated by 4 min active 236 rest (100 w). the test was concluded by a self-paced 5-min test. during sprints']",,,
FALSE,s00421-003-0853-z,,FALSE,,,
FALSE,s-2001-17608,,FALSE,,,
FALSE,s-2002-19274,,"['s the duration of exercise [s]). wtotal was then calculated as the sum of the workloads of all completed stages plus the workload of the last incomplete stage. pmax (in watt) was calculated by linear INTERPOLATion as: pmax = pout + (t \x94 180–1) \x94 dp (in which pout is the power output during the previous completed stage, t is the time [in seconds] the child performed on the last stage and dp is the power incr']",,,
FALSE,ajcn_._75.4.734,,FALSE,,,
FALSE,01.mss.0000155399.23358.82,,FALSE,,,
FALSE,apnm-2014-0357,,FALSE,,,
FALSE,01.mss.0000079072.23998.f3,,,,,
FALSE,s00296-009-1126-x,,FALSE,,,
FALSE,s-2007-965114,,FALSE,,,
FALSE,j.rmed.2011.08.021,,FALSE,,,
FALSE,j.apmr.2018.05.015,,"['yses, data were averaged into discrete 20-second time bins of the breath-by-breath data. figure\xa01 demonstrates identification of vt with the 3 gas analysis methods in group-averaged ventilatory data, INTERPOLATed to 20 discrete points to facilitate graphical comparison of curves. all analyses were performed on raw individual ventilatory data. for the ventilatory equivalents methods, the ventilatory equivale', 'latory threshold (ventilatory equivalents, excess co2, v-slope methods) in individuals with (a) tetraplegia and (b) paraplegia. data are group-averaged respiratory data from the graded exercise test, INTERPOLATed to the same time scale between all participants. arrows indicate the average ventilatory threshold, calculated from graded exercise tests with identifiable thresholds. fig 2 bland-altman analysis f']",,other,
FALSE,chd.12330,,FALSE,,,
FALSE,chd.12562,,FALSE,,,
FALSE,s00421-009-1081-y,,FALSE,,,
FALSE,00005768-199805000-00015,,FALSE,,,
FALSE,sms.13251,,FALSE,,,
FALSE,s40520-018-0951-8,,FALSE,,,
FALSE,ijspp.2013-0465,,FALSE,,,
FALSE,circj.cj-10-0104,,FALSE,,,
FALSE,s-2007-965068,,FALSE,,,
FALSE,s11357-018-0032-0,,FALSE,,,
FALSE,ep087726,,FALSE,,,
FALSE,s00421-020-04495-2,,"['ere recorded during 1s of plateau. raw rms data were also were normalized to the superimposed m-wave as an index of neural drive (i.e. rms/m ratio). voluntary activation was assessed using the twitch INTERPOLATion method (merton, 1954). briefly, the torque produced during a superimposed twitch during the mvc was compared to the torque produced by the potentiated twitch: vamns (%) = (1 – 11\n\x0c[superimposed tw']",,,
FALSE,s-2003-37201,,FALSE,,,
FALSE,sports8010003,,"['tion. although we sought to use multiple methods to estimate fatigue, they are all indirect or perceptual measures, and future studies could consider using more quantitative techniques such as twitch INTERPOLATion to have more quantiﬁable measures of fatigue. moreover, the choice to perform a time trial test, without a ﬁxed pace and power output, where participants were able to manipulate cadence and thus p']",,,
FALSE,s00421-008-0969-2,,"['008; goulding et\xa0al.  2017). peak work rate (wrpeak) was defined as the highest  work rate attained prior to task failure. all nirs variables  (i.e., deoxy[heme], total[heme], and sto2) were linearly INTERPOLATed to obtain one datum for each nirs variable every  second. the baseline value of each nirs measurement was  calculated as the mean value over the final 30\xa0s of baseline  cycling (i.e., at 20\xa0w). the']",,,
FALSE,j.resp.2012.08.024,,FALSE,,,
FALSE,00005768-200201000-00016,,"['e ratio. ⌬v˙o2/⌬workrate (ml䡠minⴚ1䡠wⴚ1) 11.2 11.1 10.1 10.0 10.5 10.2 11.0 9.7 10.9 10.5 0.5 above-v˙o2\u242a work-rate (w) 310 310 327 347 269 286 308 250 250 295 34 consideration. after second-by-second INTERPOLATion of breath-by-breath data, nonlinear regression analysis (bmdp statistical software package, bmdp, los angeles, ca) was used to select values for the above variables so as to achieve a minimum resi']",,1,
FALSE,s-2004-819942,,"['els were expressed both as power output, heart rate, and blood lactate concentration. power and heart rate (hr) corresponding with the 4-mmol \x94 l±1 lactate threshold (th-la4) was calculated by linear INTERPOLATion from the power-lactate curve for both t6min and t30s. the individual lactate-threshold (th-dm) was determined using the dmax-method adapted from cheng and co-workers [12]. briefly, for each indivi']",,,
FALSE,ptj.20140295,,FALSE,,,
FALSE,02640414.2020.1792115,,"['breath-by-breath (cid:1)(cid:2) o2 data were examined and errant breaths lying more than four standard deviations from the local mean of five data points were removed. the filtered data were linearly INTERPOLATed to provide second-by-second values for the single transitions. in addition, the two transitions were ensemble-averaged and subsequently time aligned to the onset of the exercise to yield three resp']",linear,1,
FALSE,s0022-4707.19.09445-3,,FALSE,,,
FALSE,journal.pone.0242136,,FALSE,,,
FALSE,jpts.30.181,,FALSE,,,
FALSE,16501970306095,,FALSE,,,
FALSE,ijspp.2018-0238,,FALSE,,,
FALSE,s13063-021-05414-2,,"['is. the hrv analyses will be performed using custom computer software (cardioseries v2.0, http://sites.google.com/site/cardioseries) developed by dias, dpm of the university of são paulo, brazil. the INTERPOLATed rr series will be divided into half-overlapping sets of 256 data points, overlapping 50% (welch protocol). the stationary segment will be visually inspected, and those with artifacts or transients ']",,,
FALSE,s12883-016-0686-0,,FALSE,,,
FALSE,s0003-9993_._98_._90365-3,,FALSE,,,
FALSE,mss.0000000000002957,,"['([hbo2] / ([hhb] + [hbo2])) × 100. data analysis for the cycling tests (i.e., ri and constant-po bouts), v̇ o2 data were cleaned by removing data points laying ± 3 sd from the local mean and linearly INTERPOLATed to 1s intervals (origin, origin lab, northampton, ma). during the ri test, the v̇ o2peak was computed as the highest value from a 20 s rolling average and peak po was obtained as the highest values']",linear,1,
FALSE,2047487318809470,,FALSE,,,
FALSE,s0003-9993_._97_._90078-2,,FALSE,,,
FALSE,thc-2008-16602,,FALSE,,,
FALSE,ijsnem.2017-0352,,FALSE,,,
FALSE,japplphysiol.00218.2017,,FALSE,,,
FALSE,journal.pone.0071219,,FALSE,,,
FALSE,ajpregu.00761.2010,,FALSE,,,
FALSE,s00421-010-1455-1,,FALSE,,,
FALSE,jsc.0b013e318244341d,,FALSE,,,
FALSE,01.mss.0000121951.10417.b5,,,,,
FALSE,00005768-199709000-00008,,FALSE,,,
FALSE,s-2006-924348,,FALSE,,,
FALSE,s-2007-972662,,FALSE,,,
FALSE,eurheartj_._ehm021,,FALSE,,,
FALSE,s-0030-1249620,,FALSE,,,
FALSE,fphys.2016.00602,,"['xercise the breath-by-breath data from each exercise were manually ﬁltered to remove outlying breaths, which were deﬁned as breaths ±3 sd from the adjacent ﬁve breaths. the breath-by-breath data were INTERPOLATed to give second-by-second values. for cwr, the two transitions were then time aligned to the start of the exercise and averaged to enhance the underlying response characteristics. the ﬁrst 20 s of d']",,1,
FALSE,ijo.2015.215,,FALSE,,,
FALSE,jrrd.2011.12.0252,,FALSE,,,
FALSE,jsc.0000000000002004,,FALSE,,,
FALSE,expphysiol.2009.048975,,"['physiol 95.1 pp 172–183 breathing he–o2 attenuates the slow component of o2 uptake kinetics 175 deviations from the local mean were eliminated. the breath-by-breath ˙vo2 data for each trial were then INTERPOLATed to 1s intervals, time-aligned to the start of exercise, and averaged for each set of conditions. data from the ﬁrst 120 s of unloaded cycling were omitted from further analysis. the ˙vo2 data were ']",,1,
FALSE,fphys.2021.662029,,"['ed by each swimmer. for the ⩒o2k analysis, the outliers (exclusion of values lying  over three sds from the local mean) were previously excluded  from the analysis, and the breath-by-breath data were INTERPOLATed  into 1-s values. only the first bout of each it protocol frontiers in physiology | www.frontiersin.org 4 july 2021 | volume 12 | article 662029 almeida et al. high-intensity interval training in s']",,1,
FALSE,s00421-011-2054-5,,"['ty in a representative african american (circles symbols) and caucasian (diamond symbols) women. the graphs of the mean responses are showed with 2 seconds intervals of time- and ensemble-averages of INTERPOLATed and time-aligned breath-by-breath data from individual transitions. i - nhpaauhortmanuscripti - nhpaauthormanuscripti - nhpaauthormanuscript eur j appl physiol. author manuscript; available in pmc ', 'ty in a representative african american (circles symbols) and caucasian (diamond symbols) women. the graphs of the mean responses are showed with 2 seconds intervals of time- and ensemble-averages of INTERPOLATed and time-aligned breath-by-breath data from individual transitions from warm up at 20 watts. i - nhpaauhortmanuscripti - nhpaauthormanuscripti - nhpaauthormanuscript eur j appl physiol. author manu', 'st, vo2 data values greater than four standard deviations from their local means were omitted from those used for parameter estimation. second, breath-by-breath responses for each trial were linearly INTERPOLATed to obtain a vo2 value at each second. corresponding values on a second-bysecond basis were then ensemble-averaged to produce a mean vo2 dynamic response. then, averaged vo2 values every two seconds']",linear,1,
FALSE,jsc.0000000000001733,,,,,
FALSE,japplphysiol.00041.2005,,FALSE,,,
FALSE,ijerph17155465,,FALSE,,,
FALSE,apnm-2016-0362,,FALSE,,,
FALSE,j.cortex.2017.01.002,,FALSE,,,
FALSE,02640414.2016.1210819,,FALSE,,,
FALSE,j.clinph.2011.01.049,,,,,
FALSE,00005768-199904000-00018,,FALSE,,,
FALSE,sms.13307,,FALSE,,,
FALSE,j.diabres.2010.08.025,,FALSE,,,
FALSE,jappl.1991.71.3.1070,,FALSE,,,
FALSE,japplphysiol.00332.2015,,FALSE,,,
FALSE,ijerph17176352,,FALSE,,,
FALSE,j.jcf.2017.08.015,,FALSE,,,
FALSE,jappl.1992.73.6.2382,,"['elationship  qt to  (9) at 25 and 105  imped-  between  remained  linear the impedance method, was adjusted and co,-rebreathing phase (9, 22). the transient cardiograph (minnesota impedance from that INTERPOLATed to provide values at l-s intervals vo~a, qt, and hr data from a single test were linearly  throughout  INTERPOLATed  data were then ensemble  each test. these  to yield a single data set for each v']",linear,1,
FALSE,02640414.2018.1504605,,FALSE,,,
FALSE,01.mss.0000079047.84364.70,,"['flow rates and gas mixtures of known concentration, respectively. the heart rate was monitored by cardiotachogram (bp-306, colin). the second-by-second time course was calculated for each variable by INTERPOLATion of the breath-by-breath data. data were stored on disk for further analysis. statistical analysis. the comparison of the variables derived from three conditions (the standard procedure, the up pro']",,1,
FALSE,ijerph18179193,,FALSE,,,
FALSE,phy2.13851,,FALSE,,,
FALSE,s00421-004-1179-1,,FALSE,,,
FALSE,mbe.2012.9.123,,FALSE,,,
FALSE,mss.0b013e31817a8aea,,FALSE,,,
FALSE,s0370-41062018005000812,,FALSE,,,
FALSE,s00421-018-3838-7,,FALSE,,,
FALSE,j.apmr.2018.02.002,,FALSE,,,
FALSE,sms.12258,,FALSE,,,
FALSE,art.22886,,FALSE,,,
FALSE,jsc.0000000000001860,,FALSE,,,
FALSE,apnm-2015-0646,,FALSE,,,
FALSE,j.jjcc.2014.11.005,,FALSE,,,
FALSE,j.ahj.2010.12.012,,FALSE,,,
FALSE,ajpheart.1999.277.3.h1045,,FALSE,,,
FALSE,16501977-1037,,FALSE,,,
FALSE,s0167-9457_._02_._00180-x,,FALSE,,,
FALSE,fendo.2017.00229,,FALSE,,,
FALSE,s00421-010-1540-5,,"['here was one member of the research staff spotting the participants from behind while they stepped on the moving treadmill. vo2 kinetic measurements ð ð1þ þ=sþ breath-by-breath vo2 data were linearly INTERPOLATed to yield vo2 values for every second during the test. the data from both exercise bouts were time-aligned and ensembleaveraged to produce a single data set that was representative of the participan', 'no different from soff) and this is in accordance with the ﬁndings of donald and whipp (1991) for exercise intensities below the vt, in which vo2 is in a steady state by *3 min. since, in each fig. 1 INTERPOLATed vo2 response to steady-state treadmill exercise at 45% vo2peak in two representative subjects (a participant with down syndrome; b control participant). the curved solid line is the computer-derive']",linear,1,
FALSE,s00421-015-3217-6,,,,,
FALSE,bjsm.2005.019208,,FALSE,,,
FALSE,j.ijcard.2013.11.005,,FALSE,,,
FALSE,s00421-014-2890-1,,"['diastolic blood pressure was entered into the physioflow following auto-calibration, which was conducted with the participant seated at rest on the ergometer. data analysis the gas exchange data were INTERPOLATed to 1-s intervals and peak v\uf026o2 was taken as the highest 10-s stationary average during the test. the gas exchange threshold (get) was determined by the v-slope method (beaver et al. 1986) as the po']",,1,
FALSE,chest.112.6.1554,,FALSE,,,
FALSE,japplphysiol.00187.2005,,FALSE,,,
FALSE,ijsnem.23.6.584,,FALSE,,,
FALSE,01.mss.0000142299.42797.83,,FALSE,,,
FALSE,s004210000245,,FALSE,,,
FALSE,hukin-2021-0104,,FALSE,,,
FALSE,j.apmr.2018.07.430,,FALSE,,,
FALSE,s00421-004-1189-z,,FALSE,,,
FALSE,jaha.117.008072,,FALSE,,,
FALSE,jsc.0b013e318270fd0b,,FALSE,,,
FALSE,s0966-6362_._03_._00097-3,,FALSE,,,
FALSE,s00421-011-2146-2,,"['gical effects does not necessarily preclude signiﬁcant performance effects, and vice versa. for example, despite similarities in variables such as hr and _vo2 at anaerobic and aerobic thresholds, the INTERPOLATed running speeds at these metabolic thresholds were signiﬁcantly higher by 1.5–2% when lower-body cg (18–20 mmhg at the calf) were worn versus without (kemmler et al. 2009). despite the large differe']",,,
FALSE,j.ahj.2009.07.015,,FALSE,,,
FALSE,01.mss.0000142403.93205.35,,"['ysics, university of kuopio, finland). autoregressive coefficients were estimated using the forwardbackward-linear-least-squares-algorithm with a 16th order ar model. the rr-interval time-series were INTERPOLATed at a rate of 2 hz and detrended before analysis. table 1. anthropometric and physiological characteristics of subjects (n ⫽ 14). parameter age (yr) height (cm) weight (kg) v˙ o2max (ml䡠min⫺1䡠kg⫺1) ', 'nsform. recorded rr periods were first transferred to ascii files. the rr interval sequences obtained at rest or during exercise were examined visually, and artifactual data were manually replaced by INTERPOLATed or extrapolated data. with the rr recorder device used in figure 2—example of spectral analysis of rr interval variability during a 6-min exercise at 70% pv˙ o2max in one of the study subjects. pan']",,,
