Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Myles, W.S., Saunders, P.L.","7003839058; 7202204417","The physiological cost of carrying light and heavy loads",1979,"European Journal of Applied Physiology and Occupational Physiology",42,"2",,125,131,,26,10.1007/BF00421911,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018690638&partnerID=40&md5=71434a361805c7ea3203d64bfa1df69b",Article,Final,"",Scopus,2-s2.0-0018690638
"Bransford, D.R., Howley, E.T.","7801375946; 7004014989","Effects of training on plasma FFA during exercise in women",1979,"European Journal of Applied Physiology and Occupational Physiology",41,"3",,151,158,,6,10.1007/BF00430007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018621483&partnerID=40&md5=34a2b8983dfd8a67dbb531af949a2149",Article,Final,"",Scopus,2-s2.0-0018621483
"Kindermann, W., Simon, G., Keul, J.","7005535704; 7403272408; 7102012332","The significance of the aerobic-anaerobic transition for the determination of work load intensities during endurance training",1979,"European Journal of Applied Physiology and Occupational Physiology",42,"1",,25,34,,505,10.1007/BF00421101,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018574940&partnerID=40&md5=47cc3aad7659d9860d555e6ea4eec7fd",Article,Final,"",Scopus,2-s2.0-0018574940
"Ariyoshi, M., Tanaka, H., Kanamori, K., Obara, S., Yoshitake, H., Yamaji, Shephard, R.J.","7006547605; 57225909063; 7006050826; 57205872699; 7006065095; 7409538053; 7202263739","Influence of running pace upon performance: effects upon oxygen intake, blood lactate, and rating of perceived exertion.",1979,"Canadian journal of applied sport sciences. Journal canadien des sciences appliquees au sport",4,"3",,210,213,,10,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018513850&partnerID=40&md5=c9f7f44a9f9502c2a1e039b96f88ab22",Article,Final,"",Scopus,2-s2.0-0018513850
"Jetté, M.","7004974435","A comparison between predicted VO2 max from the Astrand procedure and the Canadian Home Fitness Test.",1979,"Canadian journal of applied sport sciences. Journal canadien des sciences appliquees au sport",4,"3",,214,218,,19,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018513421&partnerID=40&md5=b297878805b38103bf0d1c8764285939",Article,Final,"",Scopus,2-s2.0-0018513421
"Tarry, P.","6506115603","Jogging your way to health--or not?",1979,"Nursing",,"6",,281,283,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018513175&partnerID=40&md5=4f4a1f50639cf453f7e3939f5a87c0c8",Article,Final,"",Scopus,2-s2.0-0018513175
"Ingjer, F.","6603670603","Capillary supply and mitochondrial content of different skeletal muscle fiber types in untrained and endurance-trained men. A histochemical and ultrastructural study",1979,"European Journal of Applied Physiology and Occupational Physiology",40,"3",,197,209,,89,10.1007/BF00426942,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018346579&partnerID=40&md5=daed54402606238a7fad64d2398de9cf",Article,Final,"",Scopus,2-s2.0-0018346579
"Wiswell, R.A., de Vries, H.A.","7003571459; 57216245175","Time course of O2-pulse during various tests of aerobic power",1979,"European Journal of Applied Physiology and Occupational Physiology",41,"4",,221,232,,1,10.1007/BF00429739,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018653924&partnerID=40&md5=ae2166e48e22cfb771a5c3d76f53697c",Article,Final,"",Scopus,2-s2.0-0018653924
"Davies, C.T.M., Thompson, M.W.","7402409718; 56307848200","Aerobic performance of female marathon and male ultramarathon athletes",1979,"European Journal of Applied Physiology and Occupational Physiology",41,"4",,233,245,,157,10.1007/BF00429740,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018616294&partnerID=40&md5=e08544a382d9e1fa04899620479a8157",Article,Final,"",Scopus,2-s2.0-0018616294
"Sanchez, J., Monod, H.","7403998498; 7006422757","Physiological effects of dynamic work on a bicycle ergometer combined with different types of static contraction",1979,"European Journal of Applied Physiology and Occupational Physiology",41,"4",,259,266,,11,10.1007/BF00429742,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018568098&partnerID=40&md5=3f32e40fec4fc8367642c610dcde1691",Article,Final,"",Scopus,2-s2.0-0018568098
"Kappagoda, C.T., Linden, R.J., Newell, J.P.","7005847429; 7102588166; 35937377400","A Comparison of the Oxygen Consumption/Body Weight Relationship Obtained During Submaximal Exercise on a Bicycle Ergometer and on a Treadmill",1979,"Quarterly Journal of Experimental Physiology and Cognate Medical Sciences",64,"3",,205,215,,8,10.1113/expphysiol.1979.sp002473,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018710534&partnerID=40&md5=63db2b6f026f07e47217d018bff9b13b",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-0018710534
"Jackson, J.A., Gass, G.C., Camp, E.M.","57199275366; 7003801207; 57065024900","The relationship between posthypnotic suggestion and endurance in physically trained subjects",1979,"International Journal of Clinical and Experimental Hypnosis",27,"3",,278,293,,6,10.1080/00207147908407567,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018646460&partnerID=40&md5=dfd0d28dcf6c2e8e6479aa5955cb37d6",Article,Final,"",Scopus,2-s2.0-0018646460
"Burke, J.","7402916826","The fitness fad. Part 2.",1979,"Nurse Practitioner",4,"4",,s,iii-s-viii,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018498886&partnerID=40&md5=b4581ddfd0375b91cc2624049fd90773",Article,Final,"",Scopus,2-s2.0-0018498886
"Bonen, A., Campbell, C.J., Kirby, R.L., Belcastro, A.N.","7102086173; 16686408200; 7201552986; 7003926040","A multiple regression model for blood lactate removal in man",1979,"Pflügers Archiv European Journal of Physiology",380,"3",,205,210,,32,10.1007/BF00582897,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018389603&partnerID=40&md5=fe271777de68b96a1bf18e4a06936550",Article,Final,"",Scopus,2-s2.0-0018389603
"Ariyoshi, M., Yamaji, K., Shephard, R.J.","7006547605; 7102241678; 7202263739","Influence of running pace upon performance: Effects upon treadmill endurance time and oxygen cost",1979,"European Journal of Applied Physiology and Occupational Physiology",41,"2",,83,91,,22,10.1007/BF00421655,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018719191&partnerID=40&md5=47ea07f76b9a4ccd459ae3a068950d9f",Article,Final,"",Scopus,2-s2.0-0018719191
"Clement, D.B., Asmundson, C., Taunton, C., Taunton, J.E., Ridley, D., Banister, E.W.","7201813241; 7801356364; 6506749717; 7005710289; 7102795524; 7005274517","The sports scientist's role in identification of performance criteria for distance runners.",1979,"Canadian journal of applied sport sciences. Journal canadien des sciences appliquees au sport",4,"2",,143,148,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018477760&partnerID=40&md5=bc995f18b9ebd95582e47858f63f245a",Article,Final,"",Scopus,2-s2.0-0018477760
"Bouchard, C., Godbout, P., Mondor, J.-C., Leblanc, C.","7201418586; 6602819998; 6506406033; 7005766191","Specificity of maximal aerobic power",1979,"European Journal of Applied Physiology and Occupational Physiology",40,"2",,85,93,,24,10.1007/BF00421154,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018414375&partnerID=40&md5=7523efa923ec219d8fdf3336acca4372",Article,Final,"",Scopus,2-s2.0-0018414375
"Vogel, J.A., Crowdy, J.P.","7403035195; 6603346746","Aerobic fitness and body fat of young British males entering the army",1979,"European Journal of Applied Physiology and Occupational Physiology",40,"2",,73,83,,3,10.1007/BF00421153,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018341363&partnerID=40&md5=28e617da7f5ad53cd9898e6ed7538abb",Article,Final,"",Scopus,2-s2.0-0018341363
"Danielsson, U.","7004567331","Simple apparatus based on a programmable calculator for measuring energy expenditure in man",1979,"Medical &amp; Biological Engineering &amp; Computing",17,"3",,404,406,,,10.1007/BF02443831,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018472814&partnerID=40&md5=210c2739a293b2847ba3ec4eae3b0bf9",Article,Final,"",Scopus,2-s2.0-0018472814
"Golden, F.S., Hampton, I.F., Smith, D.","7005104851; 7004203114; 57218079910","Cold tolerance in long-distance swimmers [proceedings]",1979,"Journal of Physiology",290,"2",,48P,49P,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018471581&partnerID=40&md5=c095c351cef744b1a4a78ed84108c94b",Article,Final,"",Scopus,2-s2.0-0018471581
"Petrofsky, J.S.","35583960700","Frequency and amplitude analysis of the EMG during exercise on the bicycle ergometer",1979,"European Journal of Applied Physiology and Occupational Physiology",41,"1",,1,15,,174,10.1007/BF00424464,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018579202&partnerID=40&md5=55ed66570ea0a823e35e2bdc3c506af9",Article,Final,"",Scopus,2-s2.0-0018579202
"Léger, L., Seliger, V., Brassard, L.","7201826902; 7004076039; 6603403118","Comparsions among VO2 max values for hockey players and runners.",1979,"Canadian journal of applied sport sciences. Journal canadien des sciences appliquees au sport",4,"1",,18,21,,28,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018449637&partnerID=40&md5=e4fa7822934416cc9b3650f58c0834f1",Article,Final,"",Scopus,2-s2.0-0018449637
"Ducry, J.J., Howald, H., Zysset, T., Bircher, J.","6504321767; 7006603785; 57193130436; 57192001879","Liver function in physically trained subjects - Galactose elimination capacity, plasma disappearance of indocyanine green, and aminopyrine metabolism in long-distance runners",1979,"Digestive Diseases and Sciences",24,"3",,192,196,,20,10.1007/BF01308428,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018422342&partnerID=40&md5=e4d6b8f2d599dee6f3c0ab3a2da1babd",Article,Final,"",Scopus,2-s2.0-0018422342
"Thomson, J.A., Green, H.J., Houston, M.E.","57198560876; 7202758474; 7103236324","Muscle glycogen depletion patterns in fast twitch fibre subgroups of man during submaximal and supramaximal exercise",1979,"Pflügers Archiv European Journal of Physiology",379,"1",,105,108,,55,10.1007/BF00622912,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018387019&partnerID=40&md5=d72be683838c78dd045d87f28156819c",Article,Final,"",Scopus,2-s2.0-0018387019
"Torres, M., Auclair, C., Hakim, J.","7402581436; 7006054712; 7102948154","NADH oxidation and oxygen reductions by the granule-rich fraction isolated from human polymorphonuclear blood cells. Involvement of a cyclic chain reaction",1979,"FEBS Letters",97,"1",,50,54,,5,10.1016/0014-5793(79)80050-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018764485&partnerID=40&md5=f9732b80d8373ae839485a83c45d8dae",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-0018764485
"Bruce, R.A., Hossack, K.F., Kusumi, F., Clarke, L.J.","7202701499; 7006695840; 7004188629; 7201975300","Acute effects of oral propranolol on hemodynamic responses to upright exercise",1979,"The American Journal of Cardiology",44,"1",,132,140,,48,10.1016/0002-9149(79)90262-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018750578&partnerID=40&md5=4d55edabcd58fcf2a65191e3add8820a",Article,Final,"",Scopus,2-s2.0-0018750578
"Davies, C.T.M., Fohlin, L., Thorén, C.","7402409718; 6602810027; 7004591541","Temperature Regulation in Anorexia Nervosa Patients during Prolonged Exercise",1979,"Acta Medica Scandinavica",205,"1-6",,257,262,,4,10.1111/j.0954-6820.1979.tb06042.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018741211&partnerID=40&md5=5750448677a8a5a3f90fb5ec7fe7bea8",Article,Final,"",Scopus,2-s2.0-0018741211
"Franciosa, J.A., Ziesche, S., Mary Wilen, R.N.","7004861388; 6603843103; 24540328400","Functional capacity of patients with chronic left ventricular failure. Relationship of bicycle exercise performance to clinical and hemodynamic characterization",1979,"The American Journal of Medicine",67,"3",,460,466,,221,10.1016/0002-9343(79)90794-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018698070&partnerID=40&md5=3dbdb85e8b6e9494cd6e777b97412e42",Article,Final,"",Scopus,2-s2.0-0018698070
"Mayers, N., Gutin, B.","6505795287; 7006470769","Physiological characteristics of elite prepubertal cross-country runners",1979,"Medicine and Science in Sports",11,"2",,172,178,,65,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018697188&partnerID=40&md5=0083ccce21fdabc9fd5cbf3b7e3d4bc7",Article,Final,"",Scopus,2-s2.0-0018697188
"Barnard, R.J., Grimditch, G.K., Wilmore, J.H.","7201551422; 6602951011; 7101646034","Physiological characteristics of sprint and enaurance masters runners",1979,"Medicine and Science in Sports",11,"2",,167,171,,27,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018696405&partnerID=40&md5=acb4a833044d54af911d93a1ed466674",Article,Final,"",Scopus,2-s2.0-0018696405
"Sawka, M.N., Knowlton, R.G., Critz, J.B.","7005077416; 35476098500; 6603946790","Thermal and circulatory responses to repeated bouts of prolonged running",1979,"Medicine and Science in Sports",11,"2",,177,180,,76,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018666985&partnerID=40&md5=83ee9ad3f8348edd81d40c306c02d4f8",Article,Final,"",Scopus,2-s2.0-0018666985
"Sanchez, J., Monod, H., Chabaud, F.","7403998498; 7006422757; 6603832670","Effects of dynamic, static and combined work on heart rate and oxygen consumption",1979,"Ergonomics",22,"8",,935,943,,28,10.1080/00140137908924668,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018651325&partnerID=40&md5=937aa1efbe0ede00e7a1b6adefa5a066",Article,Final,"",Scopus,2-s2.0-0018651325
"Contreras, T.J., Jemionek, J.F., French, J.E., Shields, L.J.","6701495780; 6603623082; 57191939380; 7006781736","Human Granulocyte Isolation by Continuous Flow Centrifugation Leukapheresis and Counterflow Centrifugation Elutriation (CFCL/CCE)",1979,"Transfusion",19,"6",,695,703,,14,10.1046/j.1537-2995.1979.19680104095.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018644904&partnerID=40&md5=461319ce605653855acf83b9bf9162ea",Article,Final,"",Scopus,2-s2.0-0018644904
"Freedson, P., Katch, V.L., Sady, S., Weltman, A.","7006551085; 7004527985; 7003535672; 56091806600","Cardiac output differences in males and females during mild cycle ergometer exercise",1979,"Medicine and Science in Sports",11,"1",,16,19,,10,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018644778&partnerID=40&md5=988cba6a36cd2632a0a305ff03edbdc3",Article,Final,"",Scopus,2-s2.0-0018644778
"Macdougall, J.D., Hughson, R., Sutton, J.R., Moroz, J.R.","7103159726; 7103343686; 7202954583; 6701867029","The energy cost of cross-country skiing among elite competitors",1979,"Medicine and Science in Sports and Exercise",11,"3",,270,273,,41,10.1249/00005768-197901130-00009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018640771&partnerID=40&md5=112036d588442bc4820535d290adbb03",Article,Final,"",Scopus,2-s2.0-0018640771
"Campbell, C.J., Bonen, A., Kirby, R.L., Belcastro, A.N.","16686408200; 7102086173; 7201552986; 7003926040","Muscle fiber composition and performance capacities of women",1979,"Medicine and Science in Sports and Exercise",11,"3",,260,265,,26,10.1249/00005768-197901130-00007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018639573&partnerID=40&md5=e57b3341d1dfdbcdb585f38d1d214cb7",Article,Final,"",Scopus,2-s2.0-0018639573
"Senay, L.C.","7003530299","Effects of exercise in the heat on body fluid distribution",1979,"Medicine and Science in Sports",11,"1",,42,48,,46,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018634538&partnerID=40&md5=c23097cf26d5b0483af252c637afc770",Article,Final,"",Scopus,2-s2.0-0018634538
"Briggs, C.A., Sandstrom, E.R., Nettleton, B.","7101991937; 7006671037; 6603470193","An approach to prediction of performance using behavioral and physiological variables.",1979,"Perceptual and motor skills",49,"3",,843,848,,,10.2466/pms.1979.49.3.843,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018625282&partnerID=40&md5=6b49ca8b1335079dffff2df742892719",Article,Final,"",Scopus,2-s2.0-0018625282
"Gass, G.C., Camp, E.M.","7003801207; 7004572828","Physiological characteristics of trained australian paraplegic and tetraplegic subjects",1979,"Medicine and Science in Sports and Exercise",11,"3",,256,259,,77,10.1249/00005768-197901130-00006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018622543&partnerID=40&md5=da0d1bd646b16837911e69795227608b",Article,Final,"",Scopus,2-s2.0-0018622543
"Robertson, R.J., Gillespie, R.L., McCarthy, J., Rose, K.D.","7403143096; 7102158407; 7402958330; 57201601087","Differentiated perceptions of exertion: Part II. Relationship to local and central physiological responses",1979,"Perceptual and Motor Skills",49,"3",,691,697,,42,10.2466/pms.1979.49.3.691,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018614791&partnerID=40&md5=b6b65fa487eba465761f3cede487ab4c",Article,Final,"",Scopus,2-s2.0-0018614791
"Krahenbuhl, G.S., Wells, C.L., Brown, C.H., Ward, P.E.","7003455130; 7202579321; 7408311096; 57216385025","Characteristics of national and world class female pentathletes",1979,"Medicine and Science in Sports",11,"1",,20,23,,17,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018614487&partnerID=40&md5=570a9f2fc339c8c57df1d6fd4ca9a158",Article,Final,"",Scopus,2-s2.0-0018614487
"Ivy, J.L., Costill, D.L., Fink, W.J., Lower1, R.W.","7006413388; 7005304720; 7005590367; 56917684800","Influence of caffeine and carbohydrate feedings on endurance performance",1979,"Medicine and Science in Sports",11,"1",,6,11,,293,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018614485&partnerID=40&md5=0e5106f7b1428bf31d2ae0f36116030f",Article,Final,"",Scopus,2-s2.0-0018614485
"Koch, G.","7401744019","Cardiovascular dynamics after acute and long‐term alpha‐ and beta‐ adrenoceptor blockade at rest, supine and standing, and during exercise.",1979,"British Journal of Clinical Pharmacology",8,"2 S",,101S,105S,,22,10.1111/j.1365-2125.1979.tb04762.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0018613857&partnerID=40&md5=8b8ef5384319e15126307dea15943bcc",Article,Final,"",Scopus,2-s2.0-0018613857
